"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"686",32,"male","united states","nc","no","yes","yes","sometimes","44201","yes","yes","no","no","no","no","don't know","don't know","maybe","no","yes","yes","no","yes","don't know","no",1970-01-01,"11:37:58"
"687",32,"male","united states","nv","no","no","no","na","44372","no","yes","no","yes","no","don't know","don't know","very easy","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"688",32,"male","united kingdom","na","yes","yes","yes","sometimes","44201","yes","yes","don't know","not sure","don't know","don't know","don't know","very easy","maybe","maybe","yes","some of them","maybe","maybe","don't know","yes",1970-01-01,"11:37:58"
"689",32,"male","united states","co","no","no","no","never","44372","yes","yes","no","no","no","no","don't know","very easy","no","no","yes","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"690",32,"male","united states","ca","no","no","no","never","more than 1000","no","yes","yes","no","no","don't know","don't know","don't know","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"691",32,"male","united states","or","no","no","no","never","500-1000","no","yes","yes","not sure","don't know","yes","yes","somewhat easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"692",32,"male","united states","mi","no","yes","yes","rarely","more than 1000","no","no","yes","yes","yes","yes","yes","don't know","no","no","some of them","yes","no","yes","yes","no",1970-01-01,"11:37:58"
"693",32,"female","united states","wa","no","no","yes","sometimes","26-100","no","yes","yes","yes","yes","yes","yes","somewhat easy","maybe","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"694",32,"female","united states","al","no","no","no","never","100-500","no","yes","don't know","not sure","no","no","don't know","don't know","maybe","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"695",32,"male","united kingdom","na","no","yes","yes","sometimes","44372","no","yes","no","no","no","don't know","don't know","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"696",32,"male","united kingdom","na","no","no","no","never","44372","no","yes","no","no","no","no","don't know","don't know","maybe","no","some of them","no","no","yes","yes","no",1970-01-01,"11:37:58"
"697",32,"male","united kingdom","na","no","no","no","na","26-100","no","yes","no","not sure","no","don't know","don't know","don't know","no","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"698",32,"male","united kingdom","na","no","yes","yes","sometimes","44372","yes","yes","yes","no","no","no","don't know","don't know","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"699",32,"male","united kingdom","na","no","no","no","never","44372","no","yes","don't know","no","no","no","don't know","don't know","no","no","yes","yes","yes","yes","yes","no",1970-01-01,"11:37:58"
"700",32,"male","new zealand","na","no","no","yes","sometimes","44372","no","yes","no","no","no","no","don't know","very easy","no","no","some of them","yes","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"701",32,"female","canada","na","no","no","yes","often","more than 1000","no","no","don't know","not sure","don't know","don't know","don't know","don't know","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"702",32,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","yes","no","no","yes","don't know","somewhat easy","no","no","yes","some of them","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"703",32,"male","united states","mi","no","no","no","sometimes","100-500","no","yes","no","yes","no","no","don't know","don't know","maybe","maybe","some of them","some of them","no","no","no","no",1970-01-01,"11:37:58"
"704",32,"male","united states","tx","no","no","yes","sometimes","44372","no","yes","no","yes","no","no","yes","somewhat easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"705",32,"male","canada","na","no","no","no","sometimes","26-100","yes","yes","no","yes","no","no","yes","very difficult","yes","maybe","some of them","no","no","maybe","no","yes",1970-01-01,"11:37:59"
"706",32,"male","united states","wa","no","no","yes","never","500-1000","no","no","yes","not sure","yes","yes","don't know","very easy","maybe","no","no","no","no","no","yes","no",1970-01-01,"11:37:59"
"707",32,"male","germany","na","yes","no","no","never","44201","yes","yes","no","no","no","no","don't know","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"708",32,"male","united states","ca","no","no","no","never","more than 1000","no","yes","don't know","not sure","don't know","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"709",32,"male","united kingdom","na","no","no","no","na","44372","no","yes","no","no","no","no","don't know","don't know","yes","no","no","no","no","yes","no","no",1970-01-01,"11:37:59"
"710",32,"male","united kingdom","na","no","no","yes","sometimes","26-100","no","no","yes","yes","no","no","yes","very easy","no","no","no","yes","no","no","yes","no",1970-01-01,"11:37:59"
"711",32,"male","united kingdom","na","no","no","yes","rarely","100-500","no","yes","don't know","no","no","no","don't know","don't know","maybe","no","yes","yes","no","maybe","no","yes",1970-01-01,"11:37:59"
"712",32,"male","united states","ny","yes","no","yes","sometimes","44201","yes","yes","don't know","not sure","don't know","don't know","don't know","very easy","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:59"
"713",32,"male","united states","pa","yes","yes","yes","sometimes","44201","yes","yes","yes","yes","don't know","don't know","don't know","very difficult","yes","maybe","some of them","no","no","no","no","no",1970-01-01,"11:37:59"
"714",32,"male","belgium","na","no","no","no","na","44372","no","yes","no","yes","no","no","don't know","very difficult","yes","maybe","no","no","no","no","no","no",1970-01-01,"11:37:59"
"715",32,"male","italy","na","no","no","no","na","44372","no","yes","no","no","no","no","no","somewhat difficult","maybe","no","some of them","no","maybe","maybe","no","no",1970-01-01,"11:37:59"
"716",32,"male","united kingdom","na","no","no","no","na","more than 1000","no","no","don't know","not sure","no","don't know","don't know","don't know","maybe","no","some of them","some of them","no","yes","don't know","no",1970-01-01,"11:37:59"
"717",32,"unknown","united kingdom","na","no","no","yes","sometimes","more than 1000","no","no","don't know","no","yes","yes","don't know","don't know","no","no","yes","some of them","yes","yes","yes","yes",1970-01-01,"11:37:59"
"718",32,"male","united kingdom","na","yes","yes","no","na","44201","no","yes","no","yes","no","no","yes","somewhat easy","no","no","no","yes","no","maybe","no","no",1970-01-01,"11:37:59"
"719",32,"female","united states","ca","no","yes","yes","often","100-500","no","yes","yes","no","no","don't know","don't know","don't know","yes","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"720",32,"male","united kingdom","na","no","no","no","na","26-100","no","yes","don't know","not sure","no","don't know","don't know","somewhat easy","maybe","maybe","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"721",32,"male","united kingdom","na","no","yes","yes","rarely","44372","no","no","no","no","no","no","no","don't know","yes","maybe","some of them","no","no","no","no","no",1970-01-01,"11:37:59"
"722",32,"male","united kingdom","na","no","yes","yes","rarely","44372","no","no","no","no","no","no","no","don't know","yes","maybe","some of them","no","no","no","no","no",1970-01-01,"11:37:59"
"723",32,"male","germany","na","yes","no","no","sometimes","44201","yes","yes","no","yes","no","no","yes","somewhat easy","no","no","some of them","some of them","maybe","maybe","no","no",1970-01-01,"11:37:59"
"724",32,"female","united kingdom","na","no","yes","yes","sometimes","100-500","no","yes","don't know","no","no","no","don't know","somewhat difficult","maybe","no","some of them","some of them","no","yes","don't know","yes",1970-01-01,"11:37:59"
"725",32,"male","united states","tn","yes","yes","yes","rarely","44201","yes","yes","no","yes","no","no","don't know","very difficult","yes","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"726",32,"male","united states","wa","no","no","yes","rarely","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"727",32,"male","united states","wa","no","yes","no","sometimes","100-500","no","yes","yes","yes","yes","yes","don't know","don't know","yes","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"728",32,"male","united kingdom","na","no","no","no","na","44372","no","yes","don't know","no","no","no","don't know","very easy","no","no","no","yes","no","maybe","no","no",1970-01-01,"11:38:00"
"729",32,"male","united kingdom","na","no","no","no","rarely","500-1000","no","yes","no","no","no","no","don't know","don't know","yes","no","no","no","no","no","don't know","no",1970-01-01,"11:38:00"
"730",32,"male","united states","tn","no","no","no","never","44372","no","yes","yes","yes","yes","yes","don't know","somewhat easy","no","no","yes","yes","no","maybe","yes","no",1970-01-01,"11:38:00"
"731",32,"male","united kingdom","na","no","no","no","na","44372","no","yes","no","no","no","no","don't know","don't know","maybe","maybe","no","no","no","maybe","don't know","no",1970-01-01,"11:38:00"
"732",32,"male","netherlands","na","yes","no","yes","sometimes","44201","no","yes","no","no","no","no","yes","very difficult","maybe","no","some of them","yes","no","maybe","no","no",1970-01-01,"11:38:00"
"733",32,"male","united kingdom","na","no","yes","yes","sometimes","44201","no","no","yes","yes","yes","yes","yes","somewhat easy","maybe","maybe","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"734",32,"male","united states","in","no","no","yes","sometimes","26-100","no","yes","yes","yes","yes","don't know","yes","don't know","no","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:38:00"
"735",32,"male","united states","tn","no","yes","yes","often","100-500","no","yes","no","yes","no","no","don't know","very difficult","yes","no","yes","yes","no","yes","no","no",1970-01-01,"11:38:00"
"736",32,"male","united kingdom","na","yes","no","yes","rarely","44201","no","yes","no","yes","yes","yes","yes","very easy","no","no","some of them","yes","no","yes","no","yes",1970-01-01,"11:38:01"
"737",32,"male","united kingdom","na","no","no","no","na","26-100","no","yes","no","no","no","no","don't know","don't know","maybe","no","no","no","no","no","don't know","yes",1970-01-01,"11:38:02"
"738",32,"male","united states","nc","no","no","no","rarely","44372","no","yes","yes","not sure","no","don't know","don't know","don't know","maybe","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:38:03"
"739",32,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat difficult","maybe","maybe","some of them","some of them","no","no","don't know","yes",1970-01-01,"11:38:04"
"740",32,"male","canada","na","yes","no","no","never","44372","yes","yes","don't know","not sure","no","no","don't know","very easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:38:04"
"741",32,"male","united states","ca","no","yes","no","sometimes","more than 1000","no","yes","yes","no","yes","don't know","don't know","don't know","maybe","no","yes","yes","no","no","don't know","no",1970-01-01,"11:38:07"
"742",32,"female","united states","pa","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","no","don't know","don't know","don't know","maybe","no","some of them","no","no","no","no","no",1970-01-01,"11:38:10"
"743",32,"female","united states","ny","no","no","yes","sometimes","26-100","no","yes","yes","yes","no","no","yes","don't know","maybe","maybe","some of them","no","no","no","no","no",1970-01-01,"11:38:28"
"744",33,"male","united states","tn","na","yes","no","sometimes","44372","no","yes","yes","not sure","no","don't know","don't know","don't know","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"745",33,"male","united states","ca","no","yes","yes","rarely","26-100","no","yes","yes","not sure","don't know","yes","yes","don't know","no","no","yes","yes","no","yes","don't know","no",1970-01-01,"11:37:58"
"746",33,"male","united states","tn","no","no","no","na","44201","no","yes","don't know","not sure","no","don't know","don't know","don't know","maybe","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"747",33,"male","united states","ut","no","no","no","na","100-500","yes","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"748",3,"male","canada","na","no","yes","yes","often","44372","yes","yes","don't know","no","no","no","no","somewhat difficult","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"749",33,"male","united states","ca","no","no","no","never","more than 1000","no","yes","don't know","not sure","yes","don't know","don't know","don't know","maybe","no","some of them","some of them","no","maybe","yes","no",1970-01-01,"11:37:58"
"750",33,"male","united states","ca","no","yes","no","never","more than 1000","no","yes","no","no","no","no","don't know","don't know","yes","no","no","no","no","maybe","no","no",1970-01-01,"11:37:58"
"751",33,"male","united states","az","no","no","yes","sometimes","44372","no","yes","no","yes","no","no","don't know","somewhat easy","maybe","no","some of them","no","no","maybe","no","no",1970-01-01,"11:37:58"
"752",33,"male","united states","wi","no","yes","yes","sometimes","26-100","yes","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"753",33,"male","united states","mn","no","yes","yes","sometimes","44372","yes","yes","don't know","no","don't know","don't know","yes","very easy","no","no","yes","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"754",33,"male","united states","il","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","no","no","don't know","very easy","maybe","no","yes","some of them","no","yes","no","no",1970-01-01,"11:37:58"
"755",33,"female","united states","wa","yes","yes","yes","sometimes","44201","no","yes","no","yes","yes","yes","yes","very difficult","no","no","some of them","yes","no","yes","yes","no",1970-01-01,"11:37:58"
"756",33,"male","united states","tx","no","no","no","na","44372","yes","yes","don't know","no","no","no","don't know","very easy","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"757",33,"male","united kingdom","na","no","no","no","na","26-100","no","yes","don't know","no","no","no","don't know","don't know","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:58"
"758",33,"male","united states","ca","no","yes","yes","sometimes","26-100","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"759",33,"male","canada","na","no","no","no","na","100-500","no","yes","yes","no","yes","yes","yes","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"760",33,"male","united states","ca","no","yes","yes","sometimes","more than 1000","no","yes","yes","no","yes","yes","don't know","don't know","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"761",33,"male","germany","na","yes","yes","yes","rarely","44201","no","no","no","no","no","no","don't know","somewhat difficult","yes","yes","no","no","maybe","no","yes","yes",1970-01-01,"11:37:58"
"762",33,"female","united states","wa","no","yes","no","sometimes","26-100","yes","yes","no","yes","no","no","don't know","very difficult","yes","maybe","some of them","some of them","no","maybe","no","no",1970-01-01,"11:37:58"
"763",33,"male","united kingdom","na","no","no","no","rarely","44201","yes","yes","don't know","no","no","no","don't know","don't know","yes","maybe","no","no","no","maybe","no","no",1970-01-01,"11:37:58"
"764",33,"male","united states","in","no","yes","yes","sometimes","26-100","no","yes","don't know","not sure","no","no","don't know","don't know","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"765",33,"female","united states","wa","no","no","no","na","44372","no","yes","no","no","no","no","don't know","somewhat difficult","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"766",33,"female","sweden","na","no","yes","yes","rarely","more than 1000","no","yes","yes","yes","no","yes","yes","don't know","maybe","no","some of them","no","no","yes","don't know","no",1970-01-01,"11:37:58"
"767",33,"male","united states","nh","no","yes","yes","never","26-100","yes","yes","yes","yes","yes","yes","don't know","don't know","yes","maybe","yes","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"768",33,"male","united states","ca","no","no","no","na","more than 1000","yes","yes","don't know","no","don't know","don't know","don't know","don't know","yes","no","some of them","no","no","maybe","yes","no",1970-01-01,"11:37:58"
"769",33,"male","united states","oh","no","yes","yes","often","more than 1000","yes","yes","yes","yes","no","no","don't know","somewhat easy","yes","no","no","no","no","no","no","no",1970-01-01,"11:37:58"
"770",33,"male","united states","ms","yes","no","yes","often","44201","yes","yes","no","no","no","no","yes","somewhat easy","yes","maybe","some of them","some of them","yes","yes","don't know","no",1970-01-01,"11:37:58"
"771",33,"female","united states","ma","no","no","no","na","100-500","yes","yes","yes","no","don't know","no","don't know","don't know","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"772",33,"female","united states","ca","no","no","no","never","500-1000","no","yes","yes","not sure","yes","yes","don't know","very easy","maybe","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"773",33,"male","italy","na","no","no","no","never","44372","no","no","no","no","no","no","don't know","don't know","maybe","maybe","some of them","some of them","no","no","no","no",1970-01-01,"11:37:58"
"774",33,"female","united states","ny","no","no","yes","sometimes","500-1000","yes","yes","yes","yes","yes","yes","don't know","very easy","no","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"775",33,"male","germany","na","no","no","yes","sometimes","44372","no","yes","yes","yes","no","no","yes","very easy","yes","yes","some of them","some of them","no","maybe","no","no",1970-01-01,"11:37:58"
"776",33,"male","united states","ny","no","no","no","na","26-100","no","yes","don't know","no","don't know","don't know","don't know","don't know","yes","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"777",33,"male","australia","na","no","no","no","never","more than 1000","no","yes","don't know","not sure","don't know","don't know","yes","very easy","no","no","some of them","yes","maybe","yes","yes","no",1970-01-01,"11:37:58"
"778",33,"male","united states","mi","no","yes","no","sometimes","44372","yes","yes","don't know","not sure","no","no","yes","very easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"779",33,"male","united states","wi","no","yes","yes","sometimes","100-500","no","no","yes","not sure","no","no","yes","somewhat difficult","yes","yes","no","no","no","no","no","no",1970-01-01,"11:37:58"
"780",33,"male","bulgaria","na","no","no","yes","rarely","26-100","yes","yes","no","no","no","no","don't know","somewhat easy","maybe","no","some of them","some of them","no","maybe","don't know","yes",1970-01-01,"11:37:59"
"781",33,"female","united states","nc","no","yes","yes","rarely","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:59"
"782",33,"male","united states","wa","yes","yes","yes","rarely","44201","yes","yes","no","yes","yes","yes","no","very difficult","no","no","yes","yes","no","no","yes","yes",1970-01-01,"11:37:59"
"783",33,"male","united kingdom","na","no","no","no","na","44372","no","yes","don't know","no","no","no","don't know","don't know","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:59"
"784",33,"male","united states","wy","no","yes","yes","sometimes","44201","no","no","no","yes","no","no","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:59"
"785",33,"male","united kingdom","na","yes","no","no","never","100-500","no","no","no","not sure","no","no","don't know","very easy","no","no","yes","some of them","no","yes","no","no",1970-01-01,"11:37:59"
"786",33,"male","united kingdom","na","no","no","yes","sometimes","26-100","no","yes","don't know","not sure","no","no","don't know","don't know","maybe","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:59"
"787",33,"male","norway","na","no","yes","no","na","26-100","no","yes","yes","yes","no","no","don't know","very easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"788",33,"female","united states","az","yes","yes","yes","sometimes","44201","no","yes","yes","yes","yes","yes","yes","somewhat easy","maybe","yes","some of them","no","no","no","no","no",1970-01-01,"11:37:59"
"789",33,"male","united states","va","yes","yes","yes","sometimes","44201","yes","yes","no","yes","no","no","yes","very easy","maybe","maybe","yes","yes","no","no","yes","no",1970-01-01,"11:37:59"
"790",33,"male","united states","wi","no","no","yes","sometimes","44372","yes","yes","no","yes","no","no","yes","somewhat difficult","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:59"
"791",33,"male","united states","ca","yes","no","no","na","44201","no","yes","don't know","no","no","no","don't know","don't know","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
"792",33,"male","united states","ny","no","no","yes","sometimes","more than 1000","no","yes","yes","yes","don't know","don't know","don't know","don't know","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"793",33,"male","united states","tn","no","yes","no","na","26-100","no","no","yes","no","no","no","yes","somewhat difficult","no","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:59"
"794",33,"male","united states","in","no","no","no","never","more than 1000","no","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:59"
"795",33,"male","united states","or","no","yes","yes","sometimes","26-100","no","yes","don't know","yes","no","yes","don't know","somewhat easy","no","no","yes","yes","no","no","don't know","no",1970-01-01,"11:37:59"
"796",33,"male","united states","mo","no","yes","no","na","500-1000","no","yes","yes","no","don't know","don't know","don't know","very easy","no","no","yes","yes","yes","yes","yes","no",1970-01-01,"11:37:59"
"797",33,"male","netherlands","na","no","yes","yes","na","44372","no","yes","don't know","no","no","don't know","don't know","don't know","no","no","yes","yes","maybe","maybe","yes","yes",1970-01-01,"11:37:59"
"798",33,"male","germany","na","no","yes","yes","often","26-100","no","yes","don't know","not sure","yes","no","yes","somewhat easy","no","no","some of them","yes","yes","yes","yes","no",1970-01-01,"11:38:00"
"799",33,"male","united kingdom","na","no","no","no","na","more than 1000","no","yes","don't know","not sure","don't know","don't know","don't know","don't know","no","no","some of them","yes","maybe","maybe","don't know","no",1970-01-01,"11:38:00"
"800",33,"male","united kingdom","na","yes","yes","yes","sometimes","44201","yes","yes","no","yes","no","no","no","very difficult","yes","maybe","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:38:00"
"801",33,"female","united kingdom","na","yes","no","yes","sometimes","44201","yes","yes","no","yes","yes","yes","yes","very easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"802",33,"female","united states","tx","yes","no","no","never","44201","yes","yes","no","yes","don't know","don't know","yes","somewhat easy","maybe","no","no","some of them","no","no","yes","no",1970-01-01,"11:38:00"
"803",33,"male","united states","ny","no","no","no","na","44372","yes","yes","yes","no","don't know","yes","yes","don't know","no","no","some of them","yes","no","no","yes","no",1970-01-01,"11:38:00"
"804",33,"male","italy","na","no","yes","yes","sometimes","44372","no","yes","no","not sure","no","no","don't know","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:38:00"
"805",33,"male","united states","fl","yes","no","no","never","44372","yes","yes","don't know","no","no","no","no","very easy","maybe","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:38:00"
"806",33,"female","canada","na","yes","yes","yes","often","44201","yes","yes","no","yes","no","no","no","very difficult","yes","yes","no","no","no","maybe","no","yes",1970-01-01,"11:38:00"
"807",33,"female","united states","ca","no","no","yes","often","more than 1000","no","yes","yes","yes","don't know","don't know","don't know","don't know","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:38:01"
"808",33,"male","croatia","na","no","yes","yes","sometimes","44372","yes","yes","yes","yes","no","don't know","yes","very easy","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:38:01"
"809",33,"female","united kingdom","na","no","no","yes","never","100-500","no","yes","don't know","not sure","no","don't know","don't know","very easy","maybe","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:01"
"810",34,"male","united states","oh","no","no","yes","sometimes","26-100","yes","yes","don't know","not sure","no","don't know","don't know","somewhat difficult","no","no","some of them","no","no","no","no","no",1970-01-01,"11:37:58"
"811",34,"male","united states","tn","no","no","no","na","44372","no","yes","no","no","no","no","don't know","don't know","no","no","yes","yes","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"812",34,"male","united states","ny","yes","no","no","rarely","44201","yes","yes","no","no","no","no","don't know","don't know","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"813",34,"male","canada","na","no","no","no","never","44372","no","yes","don't know","not sure","don't know","don't know","don't know","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"814",34,"female","united states","or","no","yes","yes","rarely","500-1000","yes","yes","yes","not sure","no","don't know","don't know","don't know","yes","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"815",34,"male","united states","oh","no","no","no","na","26-100","no","yes","don't know","no","no","no","don't know","somewhat easy","maybe","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"816",34,"male","united states","tn","no","yes","no","never","44372","yes","yes","yes","no","no","no","don't know","don't know","maybe","no","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"817",34,"male","united states","mn","no","no","no","never","26-100","no","yes","no","no","no","no","don't know","very easy","maybe","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"818",34,"female","canada","na","no","yes","yes","sometimes","more than 1000","no","no","yes","yes","yes","no","don't know","somewhat easy","no","no","some of them","yes","no","no","no","no",1970-01-01,"11:37:58"
"819",34,"female","united states","mn","no","no","yes","sometimes","500-1000","no","no","yes","yes","yes","yes","yes","somewhat easy","maybe","no","some of them","yes","no","no","yes","no",1970-01-01,"11:37:58"
"820",34,"male","austria","na","no","yes","no","na","100-500","yes","yes","don't know","no","don't know","don't know","don't know","very easy","no","no","yes","yes","no","no","yes","no",1970-01-01,"11:37:58"
"821",34,"female","united states","wa","no","no","no","na","44372","no","yes","yes","no","no","no","don't know","somewhat easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"822",34,"male","australia","na","yes","no","no","sometimes","44201","yes","yes","don't know","not sure","yes","yes","don't know","somewhat difficult","yes","yes","no","no","no","maybe","yes","no",1970-01-01,"11:37:58"
"823",34,"male","united kingdom","na","no","yes","no","na","44372","no","yes","no","no","no","no","yes","somewhat difficult","no","no","some of them","yes","no","yes","no","yes",1970-01-01,"11:37:58"
"824",34,"male","united states","fl","no","yes","yes","sometimes","44201","no","yes","no","no","no","no","don't know","somewhat difficult","maybe","no","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"825",34,"male","united kingdom","na","no","no","no","sometimes","26-100","no","yes","no","yes","no","no","don't know","somewhat easy","maybe","maybe","yes","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"826",34,"male","united states","mo","no","no","no","na","26-100","no","no","yes","no","no","no","don't know","don't know","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"827",34,"male","united states","wa","no","yes","yes","sometimes","more than 1000","no","yes","yes","yes","don't know","yes","yes","don't know","maybe","maybe","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"828",34,"male","united states","wa","no","no","yes","sometimes","100-500","yes","yes","no","no","no","no","don't know","somewhat easy","yes","yes","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"829",34,"male","germany","na","yes","yes","yes","rarely","26-100","yes","yes","no","no","no","don't know","don't know","somewhat difficult","no","no","yes","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"830",34,"female","united states","ny","no","yes","yes","rarely","more than 1000","no","no","yes","yes","yes","yes","yes","very difficult","maybe","maybe","some of them","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"831",34,"male","finland","na","no","no","no","never","44372","no","yes","no","no","no","no","don't know","somewhat easy","no","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"832",34,"male","united states","nj","no","no","no","sometimes","26-100","no","yes","don't know","no","no","no","don't know","don't know","maybe","no","yes","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"833",34,"male","united states","vt","no","yes","no","na","more than 1000","no","yes","yes","not sure","don't know","don't know","don't know","don't know","maybe","no","some of them","some of them","no","maybe","don't know","yes",1970-01-01,"11:37:58"
"834",34,"male","united states","ca","no","no","yes","sometimes","44372","no","yes","don't know","not sure","no","no","don't know","don't know","yes","yes","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"835",34,"male","united states","oh","no","no","no","sometimes","44372","yes","yes","don't know","no","no","no","don't know","very difficult","maybe","no","some of them","yes","no","maybe","don't know","no",1970-01-01,"11:37:58"
"836",34,"male","netherlands","na","no","no","no","rarely","44372","no","yes","don't know","not sure","don't know","don't know","don't know","somewhat easy","no","no","some of them","some of them","no","maybe","yes","no",1970-01-01,"11:37:58"
"837",34,"male","united kingdom","na","no","yes","yes","often","26-100","no","yes","no","yes","no","no","yes","very easy","maybe","maybe","yes","yes","no","no","no","no",1970-01-01,"11:37:58"
